1764682238.417145 server started (68603): version 3.6, socket /private/tmp/tmux-501/default, protocol 8
1764682238.417196 on Darwin 24.5.0 Darwin Kernel Version 24.5.0: Tue Apr 22 19:54:43 PDT 2025; root:xnu-11417.121.6~2/RELEASE_ARM64_T8132
1764682238.417207 using libevent 2.1.12-stable select
1764682238.417220 using utf8proc 2.11.2
1764682238.417228 using ncurses 6.5 20240427
1764682238.460560 yylex_token: end at WS
1764682238.460562 yylex_token: -X
1764682238.460564 yylex_token: end at WS
1764682238.460566 yylex_token: bottom-line
1764682238.460569 cmd_parse_build_commands 0:0: bind
1764682238.460571 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1764682238.460573 cmd_parse_build_commands 0:2: L
1764682238.460575 cmd_parse_build_commands 0:3 0:0: send
1764682238.460577 cmd_parse_build_commands 0:3 0:1: -X
1764682238.460579 cmd_parse_build_commands 0:3 0:2: bottom-line
1764682238.460581 cmd_parse_build_commands 0:0: send
1764682238.460583 cmd_parse_build_commands 0:1: -X
1764682238.460585 cmd_parse_build_commands 0:2: bottom-line
1764682238.460588 args_parse_flags: next -X
1764682238.460590 args_parse_flags: -X
1764682238.460591 args_parse_flags: next bottom-line
1764682238.460593 args_parse: flags end at 2 of 3
1764682238.460595 args_parse: 2 = bottom-line (type STRING)
1764682238.460599 cmd_parse_build_commands: send-keys -X bottom-line
1764682238.460601 args_parse_flags: next -Tcopy-mode-vi
1764682238.460603 args_parse_flag_argument: -T = copy-mode-vi
1764682238.460605 args_parse_flags: next L
1764682238.460607 args_parse: flags end at 2 of 4
1764682238.460609 args_parse: 2 = L (type STRING)
1764682238.460612 args_parse: 3 = send-keys -X bottom-line (type COMMANDS)
1764682238.460618 cmd_parse_build_commands: bind-key -T copy-mode-vi L { send-keys -X bottom-line }
1764682238.460622 cmdq_get_command: [bind-key/0x143243bf0] group 2368
1764682238.460624 cmdq_append <global>: [bind-key/0x143243bf0]
1764682238.460626 yylex_token: end at WS
1764682238.460628 yylex_token: bind
1764682238.460630 yylex_token: end at WS
1764682238.460632 yylex_token: -Tcopy-mode-vi
1764682238.460634 yylex_token: end at WS
1764682238.460636 yylex_token: M
1764682238.460638 yylex_token: end at WS
1764682238.460639 yylex_token: send
1764682238.460641 yylex_token: end at WS
1764682238.460643 yylex_token: -X
1764682238.460645 yylex_token: end at WS
1764682238.460647 yylex_token: middle-line
1764682238.460657 cmd_parse_build_commands 0:0: bind
1764682238.460659 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1764682238.460661 cmd_parse_build_commands 0:2: M
1764682238.460663 cmd_parse_build_commands 0:3 0:0: send
1764682238.460665 cmd_parse_build_commands 0:3 0:1: -X
1764682238.460667 cmd_parse_build_commands 0:3 0:2: middle-line
1764682238.460669 cmd_parse_build_commands 0:0: send
1764682238.460671 cmd_parse_build_commands 0:1: -X
1764682238.460673 cmd_parse_build_commands 0:2: middle-line
1764682238.460676 args_parse_flags: next -X
1764682238.460678 args_parse_flags: -X
1764682238.460680 args_parse_flags: next middle-line
1764682238.460682 args_parse: flags end at 2 of 3
1764682238.460684 args_parse: 2 = middle-line (type STRING)
1764682238.460687 cmd_parse_build_commands: send-keys -X middle-line
1764682238.460689 args_parse_flags: next -Tcopy-mode-vi
1764682238.460691 args_parse_flag_argument: -T = copy-mode-vi
1764682238.460693 args_parse_flags: next M
1764682238.460695 args_parse: flags end at 2 of 4
1764682238.460697 args_parse: 2 = M (type STRING)
1764682238.460701 args_parse: 3 = send-keys -X middle-line (type COMMANDS)
1764682238.460707 cmd_parse_build_commands: bind-key -T copy-mode-vi M { send-keys -X middle-line }
1764682238.460710 cmdq_get_command: [bind-key/0x143243fd0] group 2376
1764682238.460712 cmdq_append <global>: [bind-key/0x143243fd0]
1764682238.460715 yylex_token: end at WS
1764682238.460716 yylex_token: bind
1764682238.460719 yylex_token: end at WS
1764682238.460721 yylex_token: -Tcopy-mode-vi
1764682238.460723 yylex_token: end at WS
1764682238.460725 yylex_token: N
1764682238.460727 yylex_token: end at WS
1764682238.460728 yylex_token: send
1764682238.460730 yylex_token: end at WS
1764682238.460732 yylex_token: -X
1764682238.460735 yylex_token: end at WS
1764682238.460736 yylex_token: search-reverse
1764682238.460739 cmd_parse_build_commands 0:0: bind
1764682238.460741 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1764682238.460743 cmd_parse_build_commands 0:2: N
1764682238.460745 cmd_parse_build_commands 0:3 0:0: send
1764682238.460747 cmd_parse_build_commands 0:3 0:1: -X
1764682238.460749 cmd_parse_build_commands 0:3 0:2: search-reverse
1764682238.460751 cmd_parse_build_commands 0:0: send
1764682238.460753 cmd_parse_build_commands 0:1: -X
1764682238.460755 cmd_parse_build_commands 0:2: search-reverse
1764682238.460758 args_parse_flags: next -X
1764682238.460760 args_parse_flags: -X
1764682238.460762 args_parse_flags: next search-reverse
1764682238.460764 args_parse: flags end at 2 of 3
1764682238.460766 args_parse: 2 = search-reverse (type STRING)
1764682238.460769 cmd_parse_build_commands: send-keys -X search-reverse
1764682238.460772 args_parse_flags: next -Tcopy-mode-vi
1764682238.460774 args_parse_flag_argument: -T = copy-mode-vi
1764682238.460775 args_parse_flags: next N
1764682238.460777 args_parse: flags end at 2 of 4
1764682238.460779 args_parse: 2 = N (type STRING)
1764682238.460783 args_parse: 3 = send-keys -X search-reverse (type COMMANDS)
1764682238.460789 cmd_parse_build_commands: bind-key -T copy-mode-vi N { send-keys -X search-reverse }
1764682238.460792 cmdq_get_command: [bind-key/0x143244470] group 2384
1764682238.460794 cmdq_append <global>: [bind-key/0x143244470]
1764682238.460796 yylex_token: end at WS
1764682238.460798 yylex_token: bind
1764682238.460800 yylex_token: end at WS
1764682238.460802 yylex_token: -Tcopy-mode-vi
1764682238.460804 yylex_token: end at WS
1764682238.460806 yylex_token: P
1764682238.460808 yylex_token: end at WS
1764682238.460810 yylex_token: send
1764682238.460812 yylex_token: end at WS
1764682238.460814 yylex_token: -X
1764682238.460816 yylex_token: end at WS
1764682238.460818 yylex_token: toggle-position
1764682238.460820 cmd_parse_build_commands 0:0: bind
1764682238.460822 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1764682238.460824 cmd_parse_build_commands 0:2: P
1764682238.460826 cmd_parse_build_commands 0:3 0:0: send
1764682238.460828 cmd_parse_build_commands 0:3 0:1: -X
1764682238.460830 cmd_parse_build_commands 0:3 0:2: toggle-position
1764682238.460836 cmd_parse_build_commands 0:0: send
1764682238.460837 cmd_parse_build_commands 0:1: -X
1764682238.460839 cmd_parse_build_commands 0:2: toggle-position
1764682238.460842 args_parse_flags: next -X
1764682238.460844 args_parse_flags: -X
1764682238.460846 args_parse_flags: next toggle-position
1764682238.460848 args_parse: flags end at 2 of 3
1764682238.460850 args_parse: 2 = toggle-position (type STRING)
1764682238.460854 cmd_parse_build_commands: send-keys -X toggle-position
1764682238.460856 args_parse_flags: next -Tcopy-mode-vi
1764682238.460858 args_parse_flag_argument: -T = copy-mode-vi
1764682238.460860 args_parse_flags: next P
1764682238.460862 args_parse: flags end at 2 of 4
1764682238.460864 args_parse: 2 = P (type STRING)
1764682238.460867 args_parse: 3 = send-keys -X toggle-position (type COMMANDS)
1764682238.460874 cmd_parse_build_commands: bind-key -T copy-mode-vi P { send-keys -X toggle-position }
1764682238.460877 cmdq_get_command: [bind-key/0x143244860] group 2392
1764682238.460879 cmdq_append <global>: [bind-key/0x143244860]
1764682238.460881 yylex_token: end at WS
1764682238.460883 yylex_token: bind
1764682238.460886 yylex_token: end at WS
1764682238.460887 yylex_token: -Tcopy-mode-vi
1764682238.460889 yylex_token: end at WS
1764682238.460891 yylex_token: T
1764682238.460894 yylex_token: end at WS
1764682238.460895 yylex_token: command-prompt
1764682238.460898 yylex_token: end at WS
1764682238.460900 yylex_token: -1p(jump to backward)
1764682238.460902 yylex_token: end at WS
1764682238.460904 yylex_token: send
1764682238.460906 yylex_token: end at WS
1764682238.460908 yylex_token: -X
1764682238.460910 yylex_token: end at WS
1764682238.460912 yylex_token: jump-to-backward
1764682238.460914 yylex_token: end at WS
1764682238.460916 yylex_token: --
1764682238.460918 yylex_token: end at WS
1764682238.460920 yylex_token: %%
1764682238.460922 cmd_parse_build_commands 0:0: bind
1764682238.460924 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1764682238.460926 cmd_parse_build_commands 0:2: T
1764682238.460928 cmd_parse_build_commands 0:3 0:0: command-prompt
1764682238.460931 cmd_parse_build_commands 0:3 0:1: -1p(jump to backward)
1764682238.460933 cmd_parse_build_commands 0:3 0:2 0:0: send
1764682238.460935 cmd_parse_build_commands 0:3 0:2 0:1: -X
1764682238.460937 cmd_parse_build_commands 0:3 0:2 0:2: jump-to-backward
1764682238.460939 cmd_parse_build_commands 0:3 0:2 0:3: --
1764682238.460941 cmd_parse_build_commands 0:3 0:2 0:4: %%
1764682238.460944 cmd_parse_build_commands 0:0: command-prompt
1764682238.460946 cmd_parse_build_commands 0:1: -1p(jump to backward)
1764682238.460948 cmd_parse_build_commands 0:2 0:0: send
1764682238.460950 cmd_parse_build_commands 0:2 0:1: -X
1764682238.460952 cmd_parse_build_commands 0:2 0:2: jump-to-backward
1764682238.460954 cmd_parse_build_commands 0:2 0:3: --
1764682238.460956 cmd_parse_build_commands 0:2 0:4: %%
1764682238.460958 cmd_parse_build_commands 0:0: send
1764682238.460960 cmd_parse_build_commands 0:1: -X
1764682238.460962 cmd_parse_build_commands 0:2: jump-to-backward
1764682238.460964 cmd_parse_build_commands 0:3: --
1764682238.460966 cmd_parse_build_commands 0:4: %%
1764682238.460969 args_parse_flags: next -X
1764682238.460971 args_parse_flags: -X
1764682238.460973 args_parse_flags: next jump-to-backward
1764682238.460975 args_parse: flags end at 2 of 5
1764682238.460977 args_parse: 2 = jump-to-backward (type STRING)
1764682238.460979 args_parse: 3 = -- (type STRING)
1764682238.460981 args_parse: 4 = %% (type STRING)
1764682238.460987 cmd_parse_build_commands: send-keys -X jump-to-backward -- "%%"
1764682238.460989 args_parse_flags: next -1p(jump to backward)
1764682238.460991 args_parse_flags: -1
1764682238.460993 args_parse_flag_argument: -p = (jump to backward)
1764682238.460995 args_parse: flags end at 2 of 3
1764682238.461000 args_parse: 2 = send-keys -X jump-to-backward -- "%%" (type COMMANDS)
1764682238.461007 cmd_parse_build_commands: command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward -- "%%" }
1764682238.461009 args_parse_flags: next -Tcopy-mode-vi
1764682238.461014 args_parse_flag_argument: -T = copy-mode-vi
1764682238.461016 args_parse_flags: next T
1764682238.461018 args_parse: flags end at 2 of 4
1764682238.461020 args_parse: 2 = T (type STRING)
1764682238.461027 args_parse: 3 = command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward -- "%%" } (type COMMANDS)
1764682238.461037 cmd_parse_build_commands: bind-key -T copy-mode-vi T { command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward -- "%%" } }
1764682238.461041 cmdq_get_command: [bind-key/0x1432450f0] group 2400
1764682238.461043 cmdq_append <global>: [bind-key/0x1432450f0]
1764682238.461045 yylex_token: end at WS
1764682238.461047 yylex_token: bind
1764682238.461049 yylex_token: end at WS
1764682238.461051 yylex_token: -Tcopy-mode-vi
1764682238.461053 yylex_token: end at WS
1764682238.461055 yylex_token: V
1764682238.461057 yylex_token: end at WS
1764682238.461059 yylex_token: send
1764682238.461061 yylex_token: end at WS
1764682238.461063 yylex_token: -X
1764682238.461065 yylex_token: end at WS
1764682238.461067 yylex_token: select-line
1764682238.461069 cmd_parse_build_commands 0:0: bind
1764682238.461071 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1764682238.461073 cmd_parse_build_commands 0:2: V
1764682238.461075 cmd_parse_build_commands 0:3 0:0: send
1764682238.461077 cmd_parse_build_commands 0:3 0:1: -X
1764682238.461079 cmd_parse_build_commands 0:3 0:2: select-line
1764682238.461082 cmd_parse_build_commands 0:0: send
1764682238.461084 cmd_parse_build_commands 0:1: -X
1764682238.461086 cmd_parse_build_commands 0:2: select-line
1764682238.461088 args_parse_flags: next -X
1764682238.461090 args_parse_flags: -X
1764682238.461092 args_parse_flags: next select-line
1764682238.461094 args_parse: flags end at 2 of 3
1764682238.461096 args_parse: 2 = select-line (type STRING)
1764682238.461100 cmd_parse_build_commands: send-keys -X select-line
1764682238.461102 args_parse_flags: next -Tcopy-mode-vi
1764682238.461104 args_parse_flag_argument: -T = copy-mode-vi
1764682238.461105 args_parse_flags: next V
1764682238.461107 args_parse: flags end at 2 of 4
1764682238.461109 args_parse: 2 = V (type STRING)
1764682238.461113 args_parse: 3 = send-keys -X select-line (type COMMANDS)
1764682238.461119 cmd_parse_build_commands: bind-key -T copy-mode-vi V { send-keys -X select-line }
1764682238.461122 cmdq_get_command: [bind-key/0x143245440] group 2412
1764682238.461124 cmdq_append <global>: [bind-key/0x143245440]
1764682238.461126 yylex_token: end at WS
1764682238.461128 yylex_token: bind
1764682238.461130 yylex_token: end at WS
1764682238.461132 yylex_token: -Tcopy-mode-vi
1764682238.461134 yylex_token: end at WS
1764682238.461136 yylex_token: W
1764682238.461138 yylex_token: end at WS
1764682238.461140 yylex_token: send
1764682238.461142 yylex_token: end at WS
1764682238.461144 yylex_token: -X
1764682238.461146 yylex_token: end at WS
1764682238.461148 yylex_token: next-space
1764682238.461150 cmd_parse_build_commands 0:0: bind
1764682238.461152 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1764682238.461154 cmd_parse_build_commands 0:2: W
1764682238.461156 cmd_parse_build_commands 0:3 0:0: send
1764682238.461158 cmd_parse_build_commands 0:3 0:1: -X
1764682238.461160 cmd_parse_build_commands 0:3 0:2: next-space
1764682238.461163 cmd_parse_build_commands 0:0: send
1764682238.461165 cmd_parse_build_commands 0:1: -X
1764682238.461167 cmd_parse_build_commands 0:2: next-space
1764682238.461170 args_parse_flags: next -X
1764682238.461172 args_parse_flags: -X
1764682238.461174 args_parse_flags: next next-space
1764682238.461175 args_parse: flags end at 2 of 3
1764682238.461178 args_parse: 2 = next-space (type STRING)
1764682238.461181 cmd_parse_build_commands: send-keys -X next-space
1764682238.461183 args_parse_flags: next -Tcopy-mode-vi
1764682238.461185 args_parse_flag_argument: -T = copy-mode-vi
1764682238.461187 args_parse_flags: next W
1764682238.461189 args_parse: flags end at 2 of 4
1764682238.461191 args_parse: 2 = W (type STRING)
1764682238.461199 args_parse: 3 = send-keys -X next-space (type COMMANDS)
1764682238.461205 cmd_parse_build_commands: bind-key -T copy-mode-vi W { send-keys -X next-space }
1764682238.461208 cmdq_get_command: [bind-key/0x1432455c0] group 2420
1764682238.461210 cmdq_append <global>: [bind-key/0x1432455c0]
1764682238.461212 yylex_token: end at WS
1764682238.461214 yylex_token: bind
1764682238.461216 yylex_token: end at WS
1764682238.461218 yylex_token: -Tcopy-mode-vi
1764682238.461220 yylex_token: end at WS
1764682238.461222 yylex_token: X
1764682238.461224 yylex_token: end at WS
1764682238.461226 yylex_token: send
1764682238.461228 yylex_token: end at WS
1764682238.461230 yylex_token: -X
1764682238.461232 yylex_token: end at WS
1764682238.461234 yylex_token: set-mark
1764682238.461236 cmd_parse_build_commands 0:0: bind
1764682238.461238 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1764682238.461240 cmd_parse_build_commands 0:2: X
1764682238.461242 cmd_parse_build_commands 0:3 0:0: send
1764682238.461244 cmd_parse_build_commands 0:3 0:1: -X
1764682238.461246 cmd_parse_build_commands 0:3 0:2: set-mark
1764682238.461249 cmd_parse_build_commands 0:0: send
1764682238.461251 cmd_parse_build_commands 0:1: -X
1764682238.461253 cmd_parse_build_commands 0:2: set-mark
1764682238.461256 args_parse_flags: next -X
1764682238.461257 args_parse_flags: -X
1764682238.461259 args_parse_flags: next set-mark
1764682238.461261 args_parse: flags end at 2 of 3
1764682238.461263 args_parse: 2 = set-mark (type STRING)
1764682238.461267 cmd_parse_build_commands: send-keys -X set-mark
1764682238.461269 args_parse_flags: next -Tcopy-mode-vi
1764682238.461271 args_parse_flag_argument: -T = copy-mode-vi
1764682238.461273 args_parse_flags: next X
1764682238.461275 args_parse: flags end at 2 of 4
1764682238.461277 args_parse: 2 = X (type STRING)
1764682238.461280 args_parse: 3 = send-keys -X set-mark (type COMMANDS)
1764682238.461287 cmd_parse_build_commands: bind-key -T copy-mode-vi X { send-keys -X set-mark }
1764682238.461290 cmdq_get_command: [bind-key/0x143245d00] group 2428
1764682238.461292 cmdq_append <global>: [bind-key/0x143245d00]
1764682238.461294 yylex_token: end at WS
1764682238.461296 yylex_token: bind
1764682238.461298 yylex_token: end at WS
1764682238.461300 yylex_token: -Tcopy-mode-vi
1764682238.461302 yylex_token: end at WS
1764682238.461304 yylex_token: ^
1764682238.461306 yylex_token: end at WS
1764682238.461308 yylex_token: send
1764682238.461310 yylex_token: end at WS
1764682238.461312 yylex_token: -X
1764682238.461314 yylex_token: end at WS
1764682238.461316 yylex_token: back-to-indentation
1764682238.461319 cmd_parse_build_commands 0:0: bind
1764682238.461321 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1764682238.461323 cmd_parse_build_commands 0:2: ^
1764682238.461325 cmd_parse_build_commands 0:3 0:0: send
1764682238.461327 cmd_parse_build_commands 0:3 0:1: -X
1764682238.461329 cmd_parse_build_commands 0:3 0:2: back-to-indentation
1764682238.461331 cmd_parse_build_commands 0:0: send
1764682238.461333 cmd_parse_build_commands 0:1: -X
1764682238.461335 cmd_parse_build_commands 0:2: back-to-indentation
1764682238.461338 args_parse_flags: next -X
1764682238.461340 args_parse_flags: -X
1764682238.461342 args_parse_flags: next back-to-indentation
1764682238.461344 args_parse: flags end at 2 of 3
1764682238.461346 args_parse: 2 = back-to-indentation (type STRING)
1764682238.461350 cmd_parse_build_commands: send-keys -X back-to-indentation
1764682238.461352 args_parse_flags: next -Tcopy-mode-vi
1764682238.461354 args_parse_flag_argument: -T = copy-mode-vi
1764682238.461356 args_parse_flags: next ^
1764682238.461358 args_parse: flags end at 2 of 4
1764682238.461360 args_parse: 2 = ^ (type STRING)
1764682238.461364 args_parse: 3 = send-keys -X back-to-indentation (type COMMANDS)
1764682238.461370 cmd_parse_build_commands: bind-key -T copy-mode-vi ^ { send-keys -X back-to-indentation }
1764682238.461373 cmdq_get_command: [bind-key/0x1432461f0] group 2436
1764682238.461375 cmdq_append <global>: [bind-key/0x1432461f0]
1764682238.461377 yylex_token: end at WS
1764682238.461382 yylex_token: bind
1764682238.461384 yylex_token: end at WS
1764682238.461386 yylex_token: -Tcopy-mode-vi
1764682238.461388 yylex_token: end at WS
1764682238.461390 yylex_token: b
1764682238.461392 yylex_token: end at WS
1764682238.461394 yylex_token: send
1764682238.461396 yylex_token: end at WS
1764682238.461398 yylex_token: -X
1764682238.461400 yylex_token: end at WS
1764682238.461402 yylex_token: previous-word
1764682238.461404 cmd_parse_build_commands 0:0: bind
1764682238.461406 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1764682238.461408 cmd_parse_build_commands 0:2: b
1764682238.461410 cmd_parse_build_commands 0:3 0:0: send
1764682238.461412 cmd_parse_build_commands 0:3 0:1: -X
1764682238.461414 cmd_parse_build_commands 0:3 0:2: previous-word
1764682238.461417 cmd_parse_build_commands 0:0: send
1764682238.461419 cmd_parse_build_commands 0:1: -X
1764682238.461421 cmd_parse_build_commands 0:2: previous-word
1764682238.461424 args_parse_flags: next -X
1764682238.461425 args_parse_flags: -X
1764682238.461427 args_parse_flags: next previous-word
1764682238.461429 args_parse: flags end at 2 of 3
1764682238.461431 args_parse: 2 = previous-word (type STRING)
1764682238.461435 cmd_parse_build_commands: send-keys -X previous-word
1764682238.461437 args_parse_flags: next -Tcopy-mode-vi
1764682238.461439 args_parse_flag_argument: -T = copy-mode-vi
1764682238.461441 args_parse_flags: next b
1764682238.461443 args_parse: flags end at 2 of 4
1764682238.461445 args_parse: 2 = b (type STRING)
1764682238.461448 args_parse: 3 = send-keys -X previous-word (type COMMANDS)
1764682238.461455 cmd_parse_build_commands: bind-key -T copy-mode-vi b { send-keys -X previous-word }
1764682238.461458 cmdq_get_command: [bind-key/0x1432465f0] group 2444
1764682238.461460 cmdq_append <global>: [bind-key/0x1432465f0]
1764682238.461462 yylex_token: end at WS
1764682238.461464 yylex_token: bind
1764682238.461466 yylex_token: end at WS
1764682238.461468 yylex_token: -Tcopy-mode-vi
1764682238.461470 yylex_token: end at WS
1764682238.461472 yylex_token: e
1764682238.461474 yylex_token: end at WS
1764682238.461476 yylex_token: send
1764682238.461478 yylex_token: end at WS
1764682238.461480 yylex_token: -X
1764682238.461482 yylex_token: end at WS
1764682238.461484 yylex_token: next-word-end
1764682238.461486 cmd_parse_build_commands 0:0: bind
1764682238.461488 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1764682238.461490 cmd_parse_build_commands 0:2: e
1764682238.461492 cmd_parse_build_commands 0:3 0:0: send
1764682238.461494 cmd_parse_build_commands 0:3 0:1: -X
1764682238.461496 cmd_parse_build_commands 0:3 0:2: next-word-end
1764682238.461499 cmd_parse_build_commands 0:0: send
1764682238.461500 cmd_parse_build_commands 0:1: -X
1764682238.461502 cmd_parse_build_commands 0:2: next-word-end
1764682238.461505 args_parse_flags: next -X
1764682238.461507 args_parse_flags: -X
1764682238.461509 args_parse_flags: next next-word-end
1764682238.461511 args_parse: flags end at 2 of 3
1764682238.461513 args_parse: 2 = next-word-end (type STRING)
1764682238.461517 cmd_parse_build_commands: send-keys -X next-word-end
1764682238.461519 args_parse_flags: next -Tcopy-mode-vi
1764682238.461521 args_parse_flag_argument: -T = copy-mode-vi
1764682238.461523 args_parse_flags: next e
1764682238.461525 args_parse: flags end at 2 of 4
1764682238.461527 args_parse: 2 = e (type STRING)
1764682238.461530 args_parse: 3 = send-keys -X next-word-end (type COMMANDS)
1764682238.461537 cmd_parse_build_commands: bind-key -T copy-mode-vi e { send-keys -X next-word-end }
1764682238.461540 cmdq_get_command: [bind-key/0x143246860] group 2452
1764682238.461542 cmdq_append <global>: [bind-key/0x143246860]
1764682238.461544 yylex_token: end at WS
1764682238.461546 yylex_token: bind
1764682238.461548 yylex_token: end at WS
1764682238.461550 yylex_token: -Tcopy-mode-vi
1764682238.461552 yylex_token: end at WS
1764682238.461554 yylex_token: f
1764682238.461556 yylex_token: end at WS
1764682238.461558 yylex_token: command-prompt
1764682238.461561 yylex_token: end at WS
1764682238.461565 yylex_token: -1p(jump forward)
1764682238.461567 yylex_token: end at WS
1764682238.461569 yylex_token: send
1764682238.461571 yylex_token: end at WS
1764682238.461573 yylex_token: -X
1764682238.461575 yylex_token: end at WS
1764682238.461577 yylex_token: jump-forward
1764682238.461579 yylex_token: end at WS
1764682238.461581 yylex_token: --
1764682238.461583 yylex_token: end at WS
1764682238.461585 yylex_token: %%
1764682238.461587 cmd_parse_build_commands 0:0: bind
1764682238.461589 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1764682238.461591 cmd_parse_build_commands 0:2: f
1764682238.461593 cmd_parse_build_commands 0:3 0:0: command-prompt
1764682238.461595 cmd_parse_build_commands 0:3 0:1: -1p(jump forward)
1764682238.461598 cmd_parse_build_commands 0:3 0:2 0:0: send
1764682238.461600 cmd_parse_build_commands 0:3 0:2 0:1: -X
1764682238.461602 cmd_parse_build_commands 0:3 0:2 0:2: jump-forward
1764682238.461604 cmd_parse_build_commands 0:3 0:2 0:3: --
1764682238.461606 cmd_parse_build_commands 0:3 0:2 0:4: %%
1764682238.461608 cmd_parse_build_commands 0:0: command-prompt
1764682238.461610 cmd_parse_build_commands 0:1: -1p(jump forward)
1764682238.461612 cmd_parse_build_commands 0:2 0:0: send
1764682238.461614 cmd_parse_build_commands 0:2 0:1: -X
1764682238.461616 cmd_parse_build_commands 0:2 0:2: jump-forward
1764682238.461618 cmd_parse_build_commands 0:2 0:3: --
1764682238.461620 cmd_parse_build_commands 0:2 0:4: %%
1764682238.461623 cmd_parse_build_commands 0:0: send
1764682238.461625 cmd_parse_build_commands 0:1: -X
1764682238.461627 cmd_parse_build_commands 0:2: jump-forward
1764682238.461628 cmd_parse_build_commands 0:3: --
1764682238.461630 cmd_parse_build_commands 0:4: %%
1764682238.461633 args_parse_flags: next -X
1764682238.461635 args_parse_flags: -X
1764682238.461637 args_parse_flags: next jump-forward
1764682238.461639 args_parse: flags end at 2 of 5
1764682238.461641 args_parse: 2 = jump-forward (type STRING)
1764682238.461643 args_parse: 3 = -- (type STRING)
1764682238.461645 args_parse: 4 = %% (type STRING)
1764682238.461651 cmd_parse_build_commands: send-keys -X jump-forward -- "%%"
1764682238.461653 args_parse_flags: next -1p(jump forward)
1764682238.461655 args_parse_flags: -1
1764682238.461657 args_parse_flag_argument: -p = (jump forward)
1764682238.461659 args_parse: flags end at 2 of 3
1764682238.461664 args_parse: 2 = send-keys -X jump-forward -- "%%" (type COMMANDS)
1764682238.461672 cmd_parse_build_commands: command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward -- "%%" }
1764682238.461674 args_parse_flags: next -Tcopy-mode-vi
1764682238.461676 args_parse_flag_argument: -T = copy-mode-vi
1764682238.461678 args_parse_flags: next f
1764682238.461679 args_parse: flags end at 2 of 4
1764682238.461681 args_parse: 2 = f (type STRING)
1764682238.461688 args_parse: 3 = command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward -- "%%" } (type COMMANDS)
1764682238.461698 cmd_parse_build_commands: bind-key -T copy-mode-vi f { command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward -- "%%" } }
1764682238.461702 cmdq_get_command: [bind-key/0x1432472d0] group 2460
1764682238.461704 cmdq_append <global>: [bind-key/0x1432472d0]
1764682238.461706 yylex_token: end at WS
1764682238.461708 yylex_token: bind
1764682238.461710 yylex_token: end at WS
1764682238.461712 yylex_token: -Tcopy-mode-vi
1764682238.461714 yylex_token: end at WS
1764682238.461716 yylex_token: g
1764682238.461718 yylex_token: end at WS
1764682238.461720 yylex_token: send
1764682238.461722 yylex_token: end at WS
1764682238.461724 yylex_token: -X
1764682238.461726 yylex_token: end at WS
1764682238.461728 yylex_token: history-top
1764682238.461730 cmd_parse_build_commands 0:0: bind
1764682238.461732 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1764682238.461734 cmd_parse_build_commands 0:2: g
1764682238.461736 cmd_parse_build_commands 0:3 0:0: send
1764682238.461738 cmd_parse_build_commands 0:3 0:1: -X
1764682238.461740 cmd_parse_build_commands 0:3 0:2: history-top
1764682238.461743 cmd_parse_build_commands 0:0: send
1764682238.461747 cmd_parse_build_commands 0:1: -X
1764682238.461749 cmd_parse_build_commands 0:2: history-top
1764682238.461752 args_parse_flags: next -X
1764682238.461754 args_parse_flags: -X
1764682238.461756 args_parse_flags: next history-top
1764682238.461758 args_parse: flags end at 2 of 3
1764682238.461760 args_parse: 2 = history-top (type STRING)
1764682238.461764 cmd_parse_build_commands: send-keys -X history-top
1764682238.461766 args_parse_flags: next -Tcopy-mode-vi
1764682238.461768 args_parse_flag_argument: -T = copy-mode-vi
1764682238.461770 args_parse_flags: next g
1764682238.461771 args_parse: flags end at 2 of 4
1764682238.461773 args_parse: 2 = g (type STRING)
1764682238.461777 args_parse: 3 = send-keys -X history-top (type COMMANDS)
1764682238.461783 cmd_parse_build_commands: bind-key -T copy-mode-vi g { send-keys -X history-top }
1764682238.461786 cmdq_get_command: [bind-key/0x1432475e0] group 2472
1764682238.461788 cmdq_append <global>: [bind-key/0x1432475e0]
1764682238.461790 yylex_token: end at WS
1764682238.461792 yylex_token: bind
1764682238.461794 yylex_token: end at WS
1764682238.461796 yylex_token: -Tcopy-mode-vi
1764682238.461798 yylex_token: end at WS
1764682238.461800 yylex_token: h
1764682238.461802 yylex_token: end at WS
1764682238.461804 yylex_token: send
